URL,Product_Name,Is_Dropship,Actual_Is_Dropship,Confidence,Z_Score,Error
https://shop.super-pharm.co.il/fashion/men/jewelry/bracelets/צמיד-גורמט-משולש-אל-חלד/p/mp-00524009,צמיד גורמט משולש אל-חלד,Yes,Yes,99.81%,202,None
https://shop.super-pharm.co.il/fashion/men/jewelry/bracelets/צמיד-גורמט-פיגארו-לגבר/p/mp-00524006,צמיד גורמט פיגארו לגבר,Yes,Yes,99.71%,142,None
https://shop.super-pharm.co.il/fashion/men/jewelry/bracelets/צמיד-חוליות-מלבניות-דק-לגבר/p/mp-00524008,צמיד חוליות מלבניות דק לגבר,Yes,Yes,99.76%,142,None
https://shop.super-pharm.co.il/fashion/men/jewelry/bracelets/צמיד-לבה-ג'ספר-פיקאסו-לגבר/p/mp-00524007,צמיד לבה-ג'ספר פיקאסו לגבר,Yes,Yes,99.81%,142,None
"https://shop.super-pharm.co.il/fashion/men/jewelry/bracelets/צמיד-סטיל-בצבעי-זהב-וכסף-לגבר-(21-סמ)-מרצועת-סטיל-שזורה-כפולה/p/mp-00123190""","צמיד סטיל בצבעי זהב וכסף לגבר (21 סמ) מרצועת סטיל שזורה כפולה""",No,No,0.41%,0,None
"https://shop.super-pharm.co.il/fashion/men/jewelry/mens-watches/שעון-אופנתי-לגבר-44-ממ/p/mp-00102540""","שעון אופנתי לגבר 44  ממ""",Yes,Yes,99.74%,3.78,None
"https://shop.super-pharm.co.il/fashion/men/jewelry/mens-watches/שעון-אופנתי-לגבר-44-ממ/p/mp-00102541""","שעון אופנתי לגבר 44  ממ""",No,No,52.15%,1.95,None
"https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-פנצ'ר""-עבה-(עובי-2-1-מ""מ)-מכסף-925-באורך-70-ס""מ-עם-ציפוי-רודיום/p/mp-00122747""","שרשרת פנצ'ר"" עבה (עובי 2.1 מ""מ) מכסף 925 באורך 70 ס""מ עם ציפוי רודיום""",Yes,Yes,99.82%,222,None
https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-ARMANI-דגם-EGS1726040/p/mp-00256898,שרשרת ARMANI דגם EGS1726040,No,No,0.27%,-0.22,None
https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-DIESEL-דגם-DX0014040/p/mp-00272958,שרשרת DIESEL דגם DX0014040,Yes,Yes,90.26%,2.26,None
https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-HUGO-BOSS-מקולקציית-GALEN-דגם-1580420/p/mp-00221749,שרשרת HUGO BOSS מקולקציית GALEN דגם 1580420,Yes,Yes,99.82%,3.13,None
https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-HUGO-BOSS-מקולקציית-GALEN-דגם-1580421/p/mp-00221757,שרשרת HUGO BOSS מקולקציית GALEN דגם 1580421,Yes,Yes,99.76%,7.74,None
https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-אבני-ג'ספר-לגבר/p/mp-00523794,שרשרת אבני ג'ספר לגבר,No,No,0.34%,0,None
https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-גברים-תלין-כדור-פיליגרן-כסף-סטרלינג/p/mp-00081529,שרשרת גברים תלין כדור פיליגרן כסף סטרלינג,No,No,0.40%,0,None
https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-גליל-פס-שחור-משובץ-לגבר/p/mp-00520416,שרשרת גליל פס שחור משובץ לגבר,No,No,0.35%,0,None
"https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-חושן-(2-5-1-7-סמ)-מכסף-925-משובץ-ב-12-קריסטלים/p/mp-00121357""","שרשרת חושן (2.5*1.7 סמ) מכסף 925 משובץ ב-12 קריסטלים""",No,No,0.47%,0,None
https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-כדור-שחור-משובץ-לגבר/p/mp-00520420,שרשרת כדור שחור משובץ לגבר,No,No,0.19%,0,None
https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-כסף-עיגול-כהנים/p/mp-00368469,שרשרת כסף עיגול - כהנים,No,No,0.22%,0,None
"https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-מגן-דוד-מכסף-925-גדולה(2-7-סמ)עיטורי-פיליגרין-עם-אבן-אופל/p/mp-00121358""","שרשרת מגן דוד מכסף 925 גדולה(2.7 סמ)עיטורי פיליגרין עם אבן אופל""",No,No,1.23%,0,None
https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-עגולה-שמע-ישראל-אחד-לגבר-או-לאישה-מכסף-925-עם-ציפוי-זהב-14-קראט/p/mp-00121338,שרשרת עגולה שמע ישראל אחד לגבר או לאישה מכסף 925 עם ציפוי זהב 14 קראט,No,No,0.41%,0,None
https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-תליון-דיסקית-מרוקעת-פסים-אלכסון-לגבר/p/mp-00520417,שרשרת תליון דיסקית מרוקעת פסים אלכסון לגבר,No,No,0.22%,0,None
https://shop.super-pharm.co.il/fashion/men/jewelry/necklaces/שרשרת-תליון-דיסקית-רחבה-מרוקעת-לגבר/p/mp-00520419,שרשרת תליון דיסקית רחבה מרוקעת לגבר,No,No,0.21%,0,None
https://shop.super-pharm.co.il/fashion/men/jewelry/rings/טבעת-חותם-גברים-כסף-סטרלינג/p/mp-00079613,טבעת חותם גברים כסף סטרלינג,No,No,0.71%,0,None
https://shop.super-pharm.co.il/fashion/men/jewelry/rings/טבעת-כסף-רפואה/p/mp-00368479,טבעת כסף-רפואה,No,No,0.59%,0,None
https://shop.super-pharm.co.il/fashion/men/jewelry/rings/טבעת-כסף-שמע-ישראל-משולש/p/mp-00368624,טבעת כסף שמע ישראל - משולש,No,No,0.67%,0,None
https://shop.super-pharm.co.il/fashion/men/jewelry/rings/טבעת-מי-האיש-החפץ-חיים/p/mp-00368461,טבעת מי האיש החפץ חיים,No,No,0.54%,0,None
https://shop.super-pharm.co.il/fashion/men/jewelry/rings/טבעת-קבלה-אלד-סאל-מהש/p/mp-00368587,טבעת קבלה אלד סאל מהש,No,No,0.58%,0,None
https://shop.super-pharm.co.il/health/orthopedics/lumbar-support-cushions-and-waist/כרית-ישיבה-לכסא-לרכב-למשרד-עשויה-MEMORY-FOAM-צבע-שחור/p/mp-00058880,כרית ישיבה לכסא / לרכב / למשרד עשויה MEMORY FOAM - צבע שחור,No,No,0.73%,0.25,None
https://shop.super-pharm.co.il/home/linens-and-bedding/pillows/כרית-ישיבה-ויסקו-עם-שכבת-ג'ל-לקירור-להקלה-בכאבי-גב-תחתון-עצם-הזנב-פתח-U/p/mp-00401294,כרית ישיבה ויסקו  עם שכבת ג'ל לקירור להקלה בכאבי גב תחתון/עצם הזנב פתח U,Yes,Yes,99.66%,35.59,None
https://shop.super-pharm.co.il/electricity-and-electronics/design-care-devices/hair-straighteners/מחליק-שיער-קרמי-רחב-Remington-רמינגטון-S5525/p/mp-00063678,מחליק שיער קרמי רחב Remington רמינגטון S5525,No,No,4.37%,1.26,None
https://shop.super-pharm.co.il/electricity-and-electronics/design-care-devices/hair-straighteners/מחליק-שיער-קרמי-רחב-רמינגטון-Remington-Pro-Ceramic-Extra-S5525/p/mp-00202781,מחליק שיער קרמי רחב רמינגטון Remington Pro Ceramic Extra S5525,No,No,51.45%,1.54,None
https://shop.super-pharm.co.il/electricity-and-electronics/design-care-devices/shavers-and-accessories/mens-shavers/מכונת-גילוח-נטענת-יבש-רטוב-Philips-פיליפס-OneBlade-QP2724-10/p/mp-00240828,מכונת גילוח נטענת יבש/רטוב Philips פיליפס OneBlade QP2724/10,No,No,0.77%,0.18,None
https://shop.super-pharm.co.il/electricity-and-electronics/laundry-and-cleaning/hand-held-vacuum-cleaners/שואב-אבק-Dyson-V15-Detect-Absolute-new-דייסון/p/mp-00187052,שואב אבק Dyson V15 Detect Absolute new דייסון,No,No,0.32%,-5.2,None
https://shop.super-pharm.co.il/electricity-and-electronics/laundry-and-cleaning/hand-held-vacuum-cleaners/שואב-אבק-אלחוטי-נטען-Xiaomi-שיאומי-G20-Lite/p/mp-00269408,שואב אבק אלחוטי נטען Xiaomi שיאומי G20 Lite,No,No,0.37%,0,None
https://shop.super-pharm.co.il/electricity-and-electronics/monitors-and-sound/headphones/headphone-earbuds/אוזניות-איירפודס-TWS-אלחוטיות-Apple-אפל-AirPods-4/p/mp-00282965,אוזניות איירפודס TWS אלחוטיות Apple אפל AirPods 4,No,No,0.34%,0,None
https://shop.super-pharm.co.il/electricity-and-electronics/monitors-and-sound/headphones/headphone-earbuds/אוזניות-אלחוטיות-איירפודס-תומכות-בטעינה-בApple-MagSafe-אפל-AirPods-Pro-2nd-generation-with-MagSafe-Case-USBC/p/mp-00190725,אוזניות אלחוטיות איירפודס תומכות בטעינה בApple MagSafe אפל AirPods Pro 2nd generation with MagSafe Case USBC,No,No,1.29%,1.46,None
https://shop.super-pharm.co.il/electricity-and-electronics/monitors-and-sound/speakers/bluetooth-speakers/רמקול-חכם-Amazon-אמזון-Echo-Dot-5th-Generation-שחור/p/mp-00124602,רמקול חכם Amazon אמזון Echo Dot 5th Generation שחור,No,No,2.93%,0.05,None
https://shop.super-pharm.co.il/electricity-and-electronics/small-kitchen-appliances/coffee-machines/Ninja-Luxe-Pro-ES701EU-Pro-מכונת-קפה-עם-מטחנה-ומקציף-לקפה-לאטה%2C-קפוצ'ינו%2C-קפה-קר-ואספרסו-3-ב-1-נינג'ה/p/mp-00390472,Ninja Luxe Pro ES701EU Pro מכונת קפה עם מטחנה ומקציף לקפה לאטה. קפוצ'ינו. קפה קר ואספרסו 3 ב-1 נינג'ה,Yes,Yes,99.73%,4.25,None
https://shop.super-pharm.co.il/electricity-and-electronics/small-kitchen-appliances/electric-grills/AG-301-נינג'ה-גריל-חשמלי/p/mp-00001899,AG-301 נינג'ה גריל חשמלי,No,No,3.31%,1.18,None
https://shop.super-pharm.co.il/animals/birds/bird-food/פריטי-בירד-|-הבחירה-היומית-גודל-שק-גדול/p/mp-00257553,פריטי בירד | הבחירה היומית גודל שק גדול,No,No,0.61%,-0.1,None
https://shop.super-pharm.co.il/animals/birds/bird-food/פריטי-בירד-|-הבחירה-היומית-גודל-שק-קטן/p/mp-00257551,פריטי בירד | הבחירה היומית גודל שק קטן,No,No,1.03%,-0.73,None
https://shop.super-pharm.co.il/animals/birds/bird-food/פריטי-בירד-|-כופתיות-מיוחדות-לג'קו/p/mp-00257550,פריטי בירד | כופתיות מיוחדות לג'קו,No,No,0.62%,-21.43,None
https://shop.super-pharm.co.il/animals/birds/dishes-for-food-and-water-birdcages/מתקן-האכלת-ציפורים-שקוף-הנצמד-לחלון/p/mp-00243519,מתקן האכלת ציפורים שקוף הנצמד לחלון,No,No,0.57%,0,None
"https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/gin/ג'ין-אטסו-אורנג-43%-700-מל/p/mp-00527146""","ג'ין אטסו אורנג 43% 700 מל""",No,No,0.96%,0,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/אמארו-נונינו-700-מ''ל/p/mp-00525663,Unknown,ERROR,,0,0,No visual matches found globally
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/אמרטו-דיסרונו-700-מל-DISARONNO/p/mp-00525665,Unknown,ERROR,,0,0,Matches found but visual similarity < 0.35
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/אנגוסטורה-ארומטיק-ביטרס-200-מל/p/mp-00525659,אנגוסטורה ארומטיק ביטרס 200 מל,No,No,1.93%,-0.58,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/אפריטיב-אורנג'-שפריץ-250-מל-כשר/p/mp-00525681,אפריטיב אורנג' שפריץ 250 מל כשר,No,No,0.47%,-1.14,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ביצ'רין-ליקר-שוקולד-50-מל-Bicerin-liqueur/p/mp-00525670,ביצ'רין ליקר שוקולד 50 מל / Bicerin liqueur,No,No,0.39%,-2.41,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/וורווין-דה-וואלי-ירוק-700-מל-כשר/p/mp-00525673,וורווין דה וואלי ירוק 700 מל כשר,Yes,Yes,99.82%,18.59,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-אבטיח-וודרן-700-מל-כשר/p/mp-00525664,ליקר אבטיח וודרן 700 מל כשר,No,No,0.52%,0,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-אמארו-מונטנגרו-700-מל-Amaro-Montenegro/p/mp-00525687,Unknown,ERROR,,0,0,No visual matches found globally
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-בוטגה-לימונצ'לו-500-מ''ל/p/mp-00525675,ליקר בוטגה לימונצ'לו 500 מ''ל,No,No,1.77%,0,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-בולס-דובדבן-מרצ'ינו-700-מל/p/mp-00525661,ליקר בולס דובדבן מרצ'ינו 700 מל,No,No,0.15%,0,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-בולס-טריפל-סק-700-מל/p/mp-00525683,ליקר בולס טריפל סק 700 מל,No,No,0.80%,0,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-בולס-ליצ'י-700-מל/p/mp-00525656,ליקר בולס ליצ'י 700 מל,No,No,0.22%,0,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-בולס-מלון-700-מל/p/mp-00525658,Unknown,ERROR,,0,0,No visual matches found globally
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-בננה-וודרן-700-מל-כשר/p/mp-00525685,ליקר בננה וודרן 700 מל כשר,No,No,0.48%,0,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-משמש-וודרן-700-מל-כשר/p/mp-00525679,ליקר משמש וודרן 700 מל כשר,No,No,0.47%,-0.24,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-סיגליות-ביטר-טרוט-500-מל/p/mp-00525654,Unknown,ERROR,,0,0,No visual matches found globally
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-פטל-וודרן-700-מל-כשר/p/mp-00525684,ליקר פטל וודרן 700 מל כשר,No,No,0.51%,0,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-צ'ויה-גולדן-אום-פרוט-720-מ''ל/p/mp-00525680,ליקר צ'ויה גולדן אום פרוט 720 מ''ל,No,No,1.04%,-1,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-קואנטרו-50-מ''ל-Cointreau/p/mp-00525691,Unknown,ERROR,,0,0,No visual matches found globally
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-קרם-דה-קסיס-וודרן-700-מל-כשר-Creme-De-Casis-Vedrenne/p/mp-00525674,ליקר קרם דה קסיס וודרן 700 מל כשר / Creme De Casis Vedrenne,No,No,0.18%,-0.05,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-שרטרז-צהוב-700-מ''ל/p/mp-00525648,Unknown,ERROR,,0,0,No visual matches found globally
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/ליקר-תות-וודרן-700-מל-כשר/p/mp-00525667,ליקר תות וודרן 700 מל כשר,No,No,0.38%,-0.57,None
"https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/מסנז-גולדן-אייט-ליקר-אגסים-25%-700-מל/p/mp-00527143""","מסנז גולדן אייט - ליקר אגסים 25% 700 מל""",No,No,0.25%,0.1,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/נונו-ביטר-750-מל-כשר-NONO-BITTER/p/mp-00525689,Unknown,ERROR,,0,0,Matches found but visual similarity < 0.35
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/סוג'ו-אבטיח-360-מל/p/mp-00525686,Unknown,ERROR,,0,0,No visual matches found globally
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/סוג'ו-אשכולית-אדומה-360-מ''ל/p/mp-00525690,Unknown,ERROR,,0,0,Matches found but visual similarity < 0.35
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/שנדון-גארדן-שפריץ-187-מל/p/mp-00525653,שנדון גארדן שפריץ 187 מל,No,No,1.63%,0,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/spirits-and-liquor/liqueurs/שנדון-גארדן-שפריץ-750-מל/p/mp-00525652,שנדון גארדן שפריץ 750 מל,No,No,1.54%,0,None
https://shop.super-pharm.co.il/food-and-drinks/alcoholic-beverages/wine/non-alcoholic-wine/ג'י-פי-רוזה-מתוק-ללא-אלכוהול/p/mp-00512380,ג'י פי רוזה מתוק ללא אלכוהול,No,No,0.37%,0,None
https://shop.super-pharm.co.il/health/orthopedics/lumbar-support-cushions-and-waist/כרית-ישיבה-לכסא-לרכב-למשרד-עשויה-MEMORY-FOAM-צבע-שחור/p/mp-00058880,כרית ישיבה לכסא / לרכב / למשרד עשויה MEMORY FOAM - צבע שחור,No,No,0.73%,0.25,None
https://shop.super-pharm.co.il/home/linens-and-bedding/pillows/כרית-ישיבה-ויסקו-עם-שכבת-ג'ל-לקירור-להקלה-בכאבי-גב-תחתון-עצם-הזנב-פתח-U/p/mp-00401294,כרית ישיבה ויסקו  עם שכבת ג'ל לקירור להקלה בכאבי גב תחתון/עצם הזנב פתח U,No,No,0.79%,0,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/body-care/BOCAGE-דאודורנט-רול-און-בוקאז'/p/343216,BOCAGE דאודורנט רול און בוקאז',No,No,2.94%,-1.09,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/moisturizer/AHA-BHA-PHA-קרם-פנים-30-הימים-בשילוב-חומצות/p/690362,AHA-BHA-PHA קרם פנים 30 הימים בשילוב חומצות,No,No,1.03%,-0.17,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/moisturizer/MOISTURE-SURGE-קרם-לחות-במרקם-ג'ל-100-שעות/p/622595,MOISTURE SURGE קרם לחות במרקם ג'ל 100 שעות,No,No,0.79%,-4.75,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/moisturizer/MOISTURE-SURGE-קרם-לחות-במרקם-ג'ל-100-שעות/p/622596,Unknown,ERROR,,0,0,Scraping failed: HTTPSConnectionPool(host='shop.super-pharm.co.il'. port=443): Read timed out. (read timeout=15)
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/moisturizer/REEDLE-SHOT-קרם-לחות-לפנים/p/701982,REEDLE SHOT קרם לחות לפנים,No,No,0.23%,0,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/moisturizer/REVITALIFT-FILLER קרם-ג'ל/p/672496,REVITALIFT FILLER קרם ג'ל,No,No,1.04%,0.5,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/moisturizer/קרם-לחות-והזנה-רב-תכליתי/p/595900,קרם לחות והזנה רב תכליתי,No,No,0.39%,0.17,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/creams/moisturizer/קרם-פנים-לשימוש-יומיומי/p/697149,קרם פנים לשימוש יומיומי,Yes,Yes,96.85%,2.45,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/face-and-body-masks/PDRN-מסיכת-ג'ל-קולגן-שקופה/p/694137,PDRN מסיכת ג'ל קולגן שקופה,No,No,0.40%,-0.29,None
https://shop.super-pharm.co.il/cosmetics/cosmetics-brands-care-products/face-and-body-masks/מסכת-בד-ויטמין-C-למראה-עור-אחיד-וקורן/p/647174,מסכת בד ויטמין C למראה עור אחיד וקורן,No,No,0.56%,-0.95,None
